,inning,batting_team,bowling_team,batsman,bowler,batsman_name,non_striker,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,wicket,wicket_method,who_out,control,extras_type,comm
0,1,United Arab Emirates,West Indies,39745,53191,Amjad Ali,Andri Raffaelo,Jerome Taylor,n,0.1,1.0,1.0,0.0,276.0,55.0,1.0,0.03,6.00,0.34,0.74,83.542,1.0,False,,,0,,and right away gets an edge through the vacant fourth slip area as Amjad played across to try and get this through midwicket
1,1,United Arab Emirates,West Indies,384817,53191,Andri Berenger,Amjad Ali,Jerome Taylor,y,0.2,1.0,1.0,0.0,236.0,205.0,3.0,-0.03,7.71,0.19,0.85,82.698,2.0,False,,,1,,now strays on the pads as this is tucked away on the leg side to get Andri underway
2,1,United Arab Emirates,West Indies,39745,53191,Amjad Ali,Andri Raffaelo,Jerome Taylor,n,0.3,0.0,0.0,0.0,214.0,250.0,4.0,0.13,5.48,0.36,0.59,83.503,2.0,False,,,1,,"pushes at this length delivery going across him, with the ball ending up at mid-off"
3,1,United Arab Emirates,West Indies,39745,53191,Amjad Ali,Andri Raffaelo,Jerome Taylor,n,0.4,0.0,1.0,1.0,0.0,0.0,0.0,-0.34,6.59,-0.23,0.75,85.063,3.0,False,,,0,Wd,tries to tickle away a single down fine leg to this leg-side delivery from the bowler. Ends up being called a wide
4,1,United Arab Emirates,West Indies,39745,53191,Amjad Ali,Andri Raffaelo,Jerome Taylor,n,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.06,0.05,0.18,83.460,3.0,False,,,0,,"swings in a full delivery, outside of off, which shaped a great deal as this strikes the shoe of the batsman. Holder and the bowler deliberated as to whether to go for the review, but it looks like this might have struck outside of off, with the batsman attempting a clip through the leg side. Good result in the end there for WI as they opt to not go for it"
5,1,United Arab Emirates,West Indies,39745,53191,Amjad Ali,Andri Raffaelo,Jerome Taylor,n,0.5,0.0,0.0,0.0,241.0,183.0,3.0,0.51,6.21,0.26,0.63,82.695,3.0,False,,,1,,delivers another full delivery from round the wicket which is defended away by the batsman
6,1,United Arab Emirates,West Indies,39745,53191,Amjad Ali,Andri Raffaelo,Jerome Taylor,n,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.65,11.65,0.45,1.66,85.273,3.0,False,,,1,,short and dug in as Amjad Ali ducks under it to let it go through
7,1,United Arab Emirates,West Indies,384817,391485,Andri Berenger,Amjad Ali,Jason Holder,y,1.1,0.0,1.0,1.0,0.0,0.0,0.0,0.18,5.45,0.62,0.71,86.898,4.0,False,,,0,Wd,spears one down the leg side to get off to an indifferent start
8,1,United Arab Emirates,West Indies,384817,391485,Andri Berenger,Amjad Ali,Jason Holder,y,1.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.57,4.35,-0.66,0.64,81.862,4.0,False,,,0,,"has a flash at this fuller length outside of off, but the pace of the delivery beats him"
9,1,United Arab Emirates,West Indies,384817,391485,Andri Berenger,Amjad Ali,Jason Holder,y,1.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.46,6.76,-0.45,0.97,82.882,4.0,False,,,1,,lands one on a length outside of off as this straightens on the way to the keeper
10,1,United Arab Emirates,West Indies,384817,391485,Andri Berenger,Amjad Ali,Jason Holder,y,1.3,4.0,4.0,0.0,151.0,6.0,8.0,-0.45,8.21,-0.59,1.04,83.354,8.0,False,,,0,,"and WI were almost into business there as the opener plays at this back of a length which leaves him from outside of off, with the ball bobbing over the slip to go through to the boundary at third man"
11,1,United Arab Emirates,West Indies,384817,391485,Andri Berenger,Amjad Ali,Jason Holder,y,1.4,1.0,1.0,0.0,88.0,246.0,6.0,-0.45,4.99,-0.43,0.68,80.822,9.0,False,,,1,,"Russell fumbles at cover and Holder isn't happy. It was pushed to him and Russell didn't get the body behind the ball, that should've been stopped"
12,1,United Arab Emirates,West Indies,39745,391485,Amjad Ali,Andri Raffaelo,Jason Holder,n,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.32,7.65,1.25,1.02,82.023,10.0,False,,,1,Wd,"delivers another wide, this time outside of off"
13,1,United Arab Emirates,West Indies,39745,391485,Amjad Ali,Andri Raffaelo,Jason Holder,n,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.35,5.25,0.85,0.62,-2.237,10.0,False,,,1,,allows this back of a length to leave him and shape away from outside of off
14,1,United Arab Emirates,West Indies,39745,391485,Amjad Ali,Andri Raffaelo,Jason Holder,n,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.02,4.89,0.13,0.60,81.751,10.0,False,,,0,,"big, big shout for lbw, but Amjad Ali got outside the line of off, as the bowler is not interested in pursuing the review. Good way to end the over for Holder"
15,1,United Arab Emirates,West Indies,384817,53191,Andri Berenger,Amjad Ali,Jerome Taylor,y,2.1,1.0,1.0,0.0,143.0,25.0,8.0,-0.32,6.48,-0.45,0.78,85.379,11.0,False,,,0,,able to dab away a single through third man to get to the other end
16,1,United Arab Emirates,West Indies,39745,53191,Amjad Ali,Andri Raffaelo,Jerome Taylor,n,2.2,0.0,0.0,0.0,235.0,219.0,3.0,0.50,4.67,0.41,0.50,84.715,11.0,False,,,1,,"continues from round the wicket as he pushes at this fuller length towards  cover, with the striker coming down the pitch initially to look for the run, before the man at short mid-off, came round to pick this up and fire in a throw at the striker's end. Would have been interesting had that struck"
17,1,United Arab Emirates,West Indies,39745,53191,Amjad Ali,Andri Raffaelo,Jerome Taylor,n,2.3,0.0,0.0,0.0,204.0,195.0,4.0,0.39,6.43,0.15,0.76,82.069,11.0,False,,,1,,gets forward to this length delivery coming in from round the wicket
18,1,United Arab Emirates,West Indies,39745,53191,Amjad Ali,Andri Raffaelo,Jerome Taylor,n,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.93,0.72,0.14,87.081,11.0,False,,,1,,gets nice and low as he allowed this fuller length to go through outside his off stump
19,1,United Arab Emirates,West Indies,39745,53191,Amjad Ali,Andri Raffaelo,Jerome Taylor,n,2.5,2.0,2.0,0.0,44.0,191.0,6.0,0.33,6.78,-0.01,0.91,87.200,13.0,False,,,1,,length delivery angling in from round the wicket as this is turned away towards deep square-leg
20,1,United Arab Emirates,West Indies,39745,53191,Amjad Ali,Andri Raffaelo,Jerome Taylor,n,2.6,0.0,0.0,0.0,121.0,233.0,5.0,0.69,9.85,0.62,1.34,82.214,13.0,False,,,1,,short of a length which is pulled away to the man at midwicket to end the over
21,1,United Arab Emirates,West Indies,384817,391485,Andri Berenger,Amjad Ali,Jason Holder,y,3.1,0.0,0.0,0.0,175.0,101.0,8.0,-0.33,6.92,-0.14,1.32,81.098,13.0,False,,,0,,"and Holder has brought West Indies their first wicket with this length delivery which bounces i higher than Andri expected, as he looked to pull in the bat at the last moment, but this was able to glance the edge and go through to the keeper at a comfortable height. WI will need plenty more of this as they look to race against a cyclone here in Napier"
