,inning,batting_team,bowling_team,batsman,bowler,batsman_name,non_striker,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,wicket,wicket_method,who_out,control,extras_type
0,1,Afghanistan,Sri Lanka,308235,49758,Javed Ahmadi,Nawroz Mangal,Lasith Malinga,y,0.1,0.0,0.0,0.0,142.0,185.0,6.0,-0.07,8.92,-0.13,0.98,81.924,0.0,False,,,1,
1,1,Afghanistan,Sri Lanka,308235,49758,Javed Ahmadi,Nawroz Mangal,Lasith Malinga,y,0.2,0.0,0.0,0.0,144.0,185.0,6.0,-0.02,8.35,-0.17,0.93,81.635,0.0,False,,,1,
2,1,Afghanistan,Sri Lanka,308235,49758,Javed Ahmadi,Nawroz Mangal,Lasith Malinga,y,0.3,0.0,0.0,0.0,114.0,153.0,7.0,-0.16,8.68,-0.49,0.91,82.788,0.0,False,,,1,
3,1,Afghanistan,Sri Lanka,308235,49758,Javed Ahmadi,Nawroz Mangal,Lasith Malinga,y,0.4,0.0,0.0,0.0,180.0,196.0,4.0,0.04,6.88,0.00,0.67,86.857,0.0,False,,,1,
4,1,Afghanistan,Sri Lanka,308235,49758,Javed Ahmadi,Nawroz Mangal,Lasith Malinga,y,0.5,0.0,0.0,0.0,108.0,156.0,7.0,-0.19,8.67,-0.46,0.98,82.819,0.0,False,,,1,
5,1,Afghanistan,Sri Lanka,308235,49758,Javed Ahmadi,Nawroz Mangal,Lasith Malinga,y,0.6,0.0,0.0,0.0,191.0,145.0,1.0,-0.31,8.63,-0.66,0.81,82.887,0.0,False,,,0,
6,1,Afghanistan,Sri Lanka,318334,49619,Nawroz Mangal,Javed Ahmadi,Suranga Lakmal,y,1.1,0.0,0.0,0.0,115.0,159.0,7.0,-0.28,9.19,-0.42,1.08,83.236,0.0,False,,,1,
7,1,Afghanistan,Sri Lanka,318334,49619,Nawroz Mangal,Javed Ahmadi,Suranga Lakmal,y,1.2,0.0,0.0,0.0,116.0,159.0,7.0,-0.31,7.88,-0.46,0.93,87.643,0.0,False,,,1,
8,1,Afghanistan,Sri Lanka,318334,49619,Nawroz Mangal,Javed Ahmadi,Suranga Lakmal,y,1.3,0.0,0.0,0.0,196.0,193.0,4.0,-0.27,6.90,-0.20,0.76,83.771,0.0,False,,,0,
9,1,Afghanistan,Sri Lanka,318334,49619,Nawroz Mangal,Javed Ahmadi,Suranga Lakmal,y,1.4,1.0,1.0,0.0,85.0,70.0,7.0,-0.19,4.27,-0.31,0.56,81.137,1.0,False,,,0,
10,1,Afghanistan,Sri Lanka,308235,49619,Javed Ahmadi,Nawroz Mangal,Suranga Lakmal,y,1.5,0.0,0.0,0.0,118.0,195.0,6.0,-0.13,6.37,-0.20,0.71,85.304,1.0,False,,,1,
11,1,Afghanistan,Sri Lanka,308235,49619,Javed Ahmadi,Nawroz Mangal,Suranga Lakmal,y,1.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,7.39,-0.12,0.86,82.332,1.0,False,,,0,
12,1,Afghanistan,Sri Lanka,318334,49758,Nawroz Mangal,Javed Ahmadi,Lasith Malinga,y,2.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,11.88,-0.45,1.49,83.411,1.0,False,,,0,
13,1,Afghanistan,Sri Lanka,318334,49758,Nawroz Mangal,Javed Ahmadi,Lasith Malinga,y,2.2,0.0,0.0,0.0,104.0,148.0,7.0,-0.41,8.21,-0.73,0.97,83.289,1.0,False,,,1,
14,1,Afghanistan,Sri Lanka,318334,49758,Nawroz Mangal,Javed Ahmadi,Lasith Malinga,y,2.3,0.0,0.0,0.0,247.0,177.0,3.0,0.03,3.13,0.03,0.39,73.156,1.0,False,,,1,
15,1,Afghanistan,Sri Lanka,318334,49758,Nawroz Mangal,Javed Ahmadi,Lasith Malinga,y,2.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,12.91,-0.61,1.76,79.955,1.0,False,,,1,
16,1,Afghanistan,Sri Lanka,318334,49758,Nawroz Mangal,Javed Ahmadi,Lasith Malinga,y,2.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,12.66,-0.21,1.77,81.503,1.0,False,,,1,
17,1,Afghanistan,Sri Lanka,318334,49758,Nawroz Mangal,Javed Ahmadi,Lasith Malinga,y,2.6,1.0,1.0,0.0,103.0,201.0,6.0,-0.25,7.99,-0.41,0.77,82.778,2.0,False,,,1,
18,1,Afghanistan,Sri Lanka,318334,49619,Nawroz Mangal,Javed Ahmadi,Suranga Lakmal,y,3.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.20,12.59,-0.40,1.55,82.793,2.0,False,,,1,
19,1,Afghanistan,Sri Lanka,318334,49619,Nawroz Mangal,Javed Ahmadi,Suranga Lakmal,y,3.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,4.32,-0.30,0.55,84.164,2.0,False,,,0,
20,1,Afghanistan,Sri Lanka,318334,49619,Nawroz Mangal,Javed Ahmadi,Suranga Lakmal,y,3.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,7.48,-0.60,0.99,81.502,2.0,False,,,0,
21,1,Afghanistan,Sri Lanka,318334,49619,Nawroz Mangal,Javed Ahmadi,Suranga Lakmal,y,3.4,0.0,0.0,0.0,222.0,196.0,3.0,-0.08,7.67,-0.01,0.97,79.646,2.0,False,,,1,
22,1,Afghanistan,Sri Lanka,318334,49619,Nawroz Mangal,Javed Ahmadi,Suranga Lakmal,y,3.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,11.47,-0.31,1.71,84.422,2.0,False,,,1,
23,1,Afghanistan,Sri Lanka,318334,49619,Nawroz Mangal,Javed Ahmadi,Suranga Lakmal,y,3.6,2.0,2.0,0.0,212.0,332.0,4.0,-0.18,6.64,-0.11,0.74,83.221,4.0,False,,,1,
24,1,Afghanistan,Sri Lanka,308235,49758,Javed Ahmadi,Nawroz Mangal,Lasith Malinga,y,4.1,4.0,4.0,0.0,89.0,26.0,8.0,-0.15,7.30,-0.34,0.72,85.260,8.0,False,,,0,
