,inning,batting_team,bowling_team,batsman,bowler,batsman_name,non_striker,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,wicket,wicket_method,who_out,control,extras_type,comm
0,1,South Africa,Ireland,43906,24237,Hashim Amla,Quinton de Kock,John Mooney,y,0.1,0.0,0.0,0.0,142.0,185.0,6.0,-0.42,5.32,-0.27,0.63,84.997,0.0,False,,,1,,"full, just outside off, defended off the front foot"
1,1,South Africa,Ireland,43906,24237,Hashim Amla,Quinton de Kock,John Mooney,y,0.2,0.0,0.0,0.0,175.0,198.0,5.0,-0.28,3.54,-0.07,0.48,80.859,0.0,False,,,1,,"full again, just outside off, driven back at Mooney who sticks his right hand out to field"
2,1,South Africa,Ireland,43906,24237,Hashim Amla,Quinton de Kock,John Mooney,y,0.3,0.0,0.0,0.0,221.0,188.0,3.0,-0.36,5.71,0.01,0.62,80.268,0.0,False,,,1,,"slight movement in from wide on the crease, defended to mid-on"
3,1,South Africa,Ireland,43906,24237,Hashim Amla,Quinton de Kock,John Mooney,y,0.4,0.0,0.0,0.0,216.0,251.0,4.0,-0.26,3.62,0.00,0.44,79.762,0.0,False,,,1,,"overpitched again, but driven straight to mid-on this time"
4,1,South Africa,Ireland,43906,24237,Hashim Amla,Quinton de Kock,John Mooney,y,0.5,0.0,0.0,0.0,238.0,211.0,3.0,-0.14,4.99,0.11,0.58,79.574,0.0,False,,,1,,"another firmish drive, and he finds mid-on again"
5,1,South Africa,Ireland,43906,24237,Hashim Amla,Quinton de Kock,John Mooney,y,0.6,0.0,0.0,0.0,158.0,203.0,5.0,-0.32,4.63,-0.10,0.49,79.255,0.0,False,,,1,,"full, outside off, driven towards mid-off, but Mooney's dive doesn't let it reach mid-off"
6,1,South Africa,Ireland,379143,531953,Quinton de Kock,Hashim Amla,Max Sorensen,n,1.1,0.0,1.0,1.0,0.0,0.0,0.0,-0.43,5.57,-0.58,0.69,78.017,1.0,False,,,0,Wd,starts with a wide down the leg side. Would have been a perfect outswinger to a right-hand batsman
7,1,South Africa,Ireland,379143,531953,Quinton de Kock,Hashim Amla,Max Sorensen,n,1.1,1.0,1.0,0.0,94.0,44.0,8.0,-0.34,4.96,-0.36,0.51,80.398,2.0,False,,,1,,"full, on the pads, clipped away for one"
8,1,South Africa,Ireland,43906,531953,Hashim Amla,Quinton de Kock,Max Sorensen,y,1.2,0.0,1.0,1.0,0.0,0.0,0.0,-0.78,5.15,-1.03,0.70,79.089,3.0,False,,,1,Wd,"wide outswinger, slightly harsh to call it a wide. This one starts well within the tram lines, and swings away"
9,1,South Africa,Ireland,43906,531953,Hashim Amla,Quinton de Kock,Max Sorensen,y,1.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.65,6.23,-0.87,0.67,79.020,3.0,False,,,1,,"this is closer to off, left alone, not called a wide"
