,inning,batting_team,bowling_team,batsman,bowler,batsman_name,non_striker,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,wicket,wicket_method,who_out,control,extras_type,comm
0,1,Pakistan,Australia,259410,311592,Ahmed Shehzad,Sarfraz Ahmed,Mitchell Starc,y,0.1,1.0,1.0,0.0,90.0,77.0,7.0,-0.13,9.35,-0.40,1.17,91.310,1.0,False,,,1,,"short of a length, just outside off, runs it down to third man to get off the mark right away"
1,1,Pakistan,Australia,227760,311592,Sarfraz Ahmed,Ahmed Shehzad,Mitchell Starc,y,0.2,0.0,0.0,0.0,144.0,192.0,6.0,-0.04,8.16,-0.30,0.95,93.680,1.0,False,,,1,,Sarfraz is not walking down the wicket to Starc here. Stays in the crease to defend a length ball
2,1,Pakistan,Australia,227760,311592,Sarfraz Ahmed,Ahmed Shehzad,Mitchell Starc,y,0.3,0.0,0.0,0.0,115.0,180.0,6.0,-0.39,5.71,-0.75,0.62,93.071,1.0,False,,,1,,"he moves back into the crease but the intent is positive. Drives at a length ball, Smith at cover-point makes a diving save"
3,1,Pakistan,Australia,227760,311592,Sarfraz Ahmed,Ahmed Shehzad,Mitchell Starc,y,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,5.88,-0.18,0.68,91.275,1.0,False,,,0,,"this one swings. Sarfraz, who has walked down to Philander, Steyn etc. so far, is caught with his feet stuck. This one swings a touch back in from outside off. He pushes away from the body. Beaten on the inside edge. Off stump stays safe"
4,1,Pakistan,Australia,227760,311592,Sarfraz Ahmed,Ahmed Shehzad,Mitchell Starc,y,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.11,12.59,-0.25,1.98,93.208,1.0,False,,,1,,"bouncer, 150ks already, he ducks it"
5,1,Pakistan,Australia,227760,311592,Sarfraz Ahmed,Ahmed Shehzad,Mitchell Starc,y,0.6,0.0,0.0,0.0,107.0,201.0,6.0,-0.32,5.14,-0.61,0.58,95.626,1.0,False,,,1,,"wide length ball, driven on the up, but straight to Smith at cover-point"
6,1,Pakistan,Australia,259410,288284,Ahmed Shehzad,Sarfraz Ahmed,Josh Hazlewood,y,1.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.50,6.07,-0.65,0.70,86.359,1.0,False,,,1,,"outswinger, just outside off, on a length, left alone"
7,1,Pakistan,Australia,259410,288284,Ahmed Shehzad,Sarfraz Ahmed,Josh Hazlewood,y,1.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.33,6.05,-0.54,0.67,86.853,1.0,False,,,1,,"good outswing, against the angle, left alone just outside off"
8,1,Pakistan,Australia,259410,288284,Ahmed Shehzad,Sarfraz Ahmed,Josh Hazlewood,y,1.3,1.0,1.0,0.0,96.0,67.0,8.0,-0.34,6.82,-0.40,0.86,87.139,2.0,False,,,1,,"short of a length, outside off, opens the face for a single"
9,1,Pakistan,Australia,227760,288284,Sarfraz Ahmed,Ahmed Shehzad,Josh Hazlewood,y,1.4,0.0,0.0,0.0,200.0,187.0,4.0,-0.26,10.01,-0.23,1.32,86.621,2.0,False,,,1,,Sarf walks down this time. Hazlewood digs it in. He has to defend off the back foot
10,1,Pakistan,Australia,227760,288284,Sarfraz Ahmed,Ahmed Shehzad,Josh Hazlewood,y,1.5,0.0,4.0,4.0,236.0,10.0,1.0,-0.06,7.03,0.29,0.75,87.474,6.0,False,,,0,Lb,"too straight. Sarf is down the wicket again, Hazlewood strays down the pads, and kisses the pad on the way for four leg-byes"
11,1,Pakistan,Australia,227760,288284,Sarfraz Ahmed,Ahmed Shehzad,Josh Hazlewood,y,1.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.48,7.66,-0.70,0.96,83.998,6.0,False,,,0,,"short of a length, seams away from just outside off, Sarf wafts at it, and is beaten"
12,1,Pakistan,Australia,259410,311592,Ahmed Shehzad,Sarfraz Ahmed,Mitchell Starc,y,2.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,6.29,-0.54,0.72,94.453,6.0,False,,,0,,"lovely delivery. Looks like it will swing back in, pitches just outside off, and then seams away to beat the outside edge"
13,1,Pakistan,Australia,259410,311592,Ahmed Shehzad,Sarfraz Ahmed,Mitchell Starc,y,2.2,1.0,1.0,0.0,63.0,74.0,7.0,-0.31,-0.39,-0.29,0.10,92.978,7.0,False,,,1,,"goes for the yorker already, ends up bowling a low full toss at 150ks, the ball runs off the outside half of the bat for one"
14,1,Pakistan,Australia,227760,311592,Sarfraz Ahmed,Ahmed Shehzad,Mitchell Starc,y,2.3,0.0,0.0,0.0,229.0,189.0,3.0,0.26,9.43,0.02,1.22,92.797,7.0,False,,,1,,"short of a length, middle and leg, defended to midwicket. 149ks this time"
