,inning,batting_team,bowling_team,batsman,bowler,batsman_name,non_striker,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,wicket,wicket_method,who_out,control,extras_type
0,1,England,Scotland,8917,509107,Moeen Ali,Ian Bell,Iain Wardlaw,n,0.1,1.0,1.0,0.0,248.0,202.0,3.0,0.24,5.64,0.38,0.69,80.640,1.0,False,,,1,
1,1,England,Scotland,9062,509107,Ian Bell,Moeen Ali,Iain Wardlaw,y,0.2,0.0,0.0,0.0,135.0,164.0,7.0,-0.28,7.02,-0.27,0.90,82.316,1.0,False,,,1,
2,1,England,Scotland,9062,509107,Ian Bell,Moeen Ali,Iain Wardlaw,y,0.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.43,9.90,-0.60,1.24,78.913,1.0,False,,,1,
3,1,England,Scotland,9062,509107,Ian Bell,Moeen Ali,Iain Wardlaw,y,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.43,6.97,-0.63,0.81,81.422,1.0,False,,,1,
4,1,England,Scotland,9062,509107,Ian Bell,Moeen Ali,Iain Wardlaw,y,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.44,6.91,-0.64,0.75,80.821,1.0,False,,,1,
5,1,England,Scotland,9062,509107,Ian Bell,Moeen Ali,Iain Wardlaw,y,0.6,2.0,2.0,0.0,53.0,227.0,6.0,-0.30,4.88,-0.40,0.50,82.816,3.0,False,,,1,
6,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,1.1,0.0,0.0,0.0,223.0,190.0,3.0,-0.08,6.11,0.14,0.77,78.071,3.0,False,,,1,
7,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,1.2,2.0,2.0,0.0,65.0,219.0,6.0,-0.26,7.81,-0.13,0.82,78.632,5.0,False,,,1,
8,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,1.3,0.0,1.0,1.0,0.0,0.0,0.0,0.27,6.88,1.18,0.88,74.932,6.0,False,,,1,Wd
9,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,1.3,0.0,1.0,1.0,0.0,0.0,0.0,-0.47,5.86,-0.45,0.66,76.975,7.0,False,,,0,Wd
10,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,1.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,7.63,0.48,0.89,79.708,7.0,False,,,1,
11,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,1.4,0.0,1.0,1.0,0.0,0.0,0.0,-0.50,5.42,-0.53,0.55,77.134,8.0,False,,,1,Wd
12,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,1.4,0.0,0.0,0.0,217.0,219.0,4.0,0.06,6.02,0.36,0.75,79.179,8.0,False,,,1,
13,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.53,3.75,0.95,0.46,78.201,8.0,False,,,1,
14,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,1.6,0.0,1.0,1.0,0.0,0.0,0.0,0.66,4.27,1.22,0.57,74.636,9.0,False,,,1,Wd
15,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.13,5.17,0.64,0.68,77.201,9.0,False,,,0,
16,1,England,Scotland,9062,509107,Ian Bell,Moeen Ali,Iain Wardlaw,y,2.1,0.0,0.0,0.0,244.0,189.0,3.0,-0.32,12.35,-0.22,1.82,82.579,9.0,False,,,0,
17,1,England,Scotland,9062,509107,Ian Bell,Moeen Ali,Iain Wardlaw,y,2.2,0.0,0.0,0.0,207.0,191.0,3.0,-0.17,9.38,0.01,1.15,82.454,9.0,False,,,1,
18,1,England,Scotland,9062,509107,Ian Bell,Moeen Ali,Iain Wardlaw,y,2.3,0.0,0.0,0.0,218.0,223.0,4.0,-0.12,6.31,0.02,0.74,81.093,9.0,False,,,1,
19,1,England,Scotland,9062,509107,Ian Bell,Moeen Ali,Iain Wardlaw,y,2.4,0.0,0.0,0.0,151.0,190.0,6.0,-0.27,8.51,-0.07,1.04,81.470,9.0,False,,,1,
20,1,England,Scotland,9062,509107,Ian Bell,Moeen Ali,Iain Wardlaw,y,2.5,0.0,0.0,0.0,118.0,154.0,7.0,-0.32,7.59,-0.27,0.92,82.019,9.0,False,,,1,
21,1,England,Scotland,9062,509107,Ian Bell,Moeen Ali,Iain Wardlaw,y,2.6,0.0,0.0,0.0,139.0,230.0,5.0,-0.22,5.43,-0.19,0.64,81.023,9.0,False,,,1,
22,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,3.1,4.0,4.0,0.0,356.0,211.0,3.0,0.10,5.08,0.37,0.64,81.179,13.0,False,,,1,
23,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,3.2,0.0,0.0,0.0,238.0,193.0,3.0,0.28,6.32,0.65,0.82,77.730,13.0,False,,,0,
24,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,3.3,4.0,4.0,0.0,347.0,110.0,2.0,0.31,3.86,0.64,0.58,78.774,17.0,False,,,1,
25,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,3.4,0.0,0.0,0.0,223.0,230.0,4.0,0.17,3.26,0.28,0.43,79.267,17.0,False,,,1,
26,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,3.5,0.0,0.0,0.0,251.0,144.0,2.0,0.31,4.74,0.80,0.60,78.462,17.0,False,,,1,
27,1,England,Scotland,8917,407265,Moeen Ali,Ian Bell,Josh Davey,n,3.6,6.0,6.0,0.0,264.0,343.0,4.0,0.29,4.66,0.52,0.63,76.125,23.0,False,,,1,
28,1,England,Scotland,9062,509107,Ian Bell,Moeen Ali,Iain Wardlaw,y,4.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.43,8.06,-0.42,0.91,82.657,23.0,False,,,1,
29,1,England,Scotland,9062,509107,Ian Bell,Moeen Ali,Iain Wardlaw,y,4.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,7.22,-0.60,0.86,80.941,23.0,False,,,1,
30,1,England,Scotland,9062,509107,Ian Bell,Moeen Ali,Iain Wardlaw,y,4.3,1.0,1.0,0.0,240.0,217.0,3.0,-0.41,9.21,-0.46,1.21,82.296,24.0,False,,,0,
31,1,England,Scotland,8917,509107,Moeen Ali,Ian Bell,Iain Wardlaw,n,4.4,0.0,1.0,1.0,0.0,0.0,0.0,-0.33,8.69,-0.31,0.96,81.590,25.0,False,,,0,Wd
32,1,England,Scotland,8917,509107,Moeen Ali,Ian Bell,Iain Wardlaw,n,4.4,0.0,0.0,0.0,119.0,190.0,6.0,-0.19,8.47,-0.03,0.95,81.883,25.0,False,,,1,
33,1,England,Scotland,8917,509107,Moeen Ali,Ian Bell,Iain Wardlaw,n,4.5,0.0,0.0,0.0,221.0,233.0,4.0,0.08,4.57,0.26,0.56,80.580,25.0,False,,,1,
34,1,England,Scotland,8917,509107,Moeen Ali,Ian Bell,Iain Wardlaw,n,4.6,0.0,0.0,0.0,220.0,163.0,2.0,-0.09,8.93,0.28,1.27,80.968,25.0,False,,,1,
35,1,England,Scotland,9062,399259,Ian Bell,Moeen Ali,Alasdair Evans,y,5.1,4.0,4.0,0.0,359.0,157.0,2.0,-0.40,9.19,0.03,1.10,83.076,29.0,False,,,1,
36,1,England,Scotland,9062,399259,Ian Bell,Moeen Ali,Alasdair Evans,y,5.2,0.0,0.0,0.0,168.0,163.0,7.0,-0.27,7.47,0.11,0.53,86.485,29.0,False,,,0,
37,1,England,Scotland,9062,399259,Ian Bell,Moeen Ali,Alasdair Evans,y,5.3,0.0,0.0,0.0,118.0,141.0,7.0,-0.68,10.02,-0.81,1.24,82.052,29.0,False,,,1,
38,1,England,Scotland,9062,399259,Ian Bell,Moeen Ali,Alasdair Evans,y,5.4,0.0,1.0,1.0,242.0,43.0,1.0,-0.13,7.35,0.36,0.93,82.393,30.0,False,,,0,Lb
39,1,England,Scotland,8917,399259,Moeen Ali,Ian Bell,Alasdair Evans,n,5.5,0.0,1.0,1.0,0.0,0.0,0.0,0.88,2.64,0.98,0.33,83.847,31.0,False,,,1,Wd
40,1,England,Scotland,8917,399259,Moeen Ali,Ian Bell,Alasdair Evans,n,5.5,1.0,1.0,0.0,112.0,188.0,6.0,0.37,7.14,0.04,0.82,83.923,32.0,False,,,1,
