,inning,batting_team,bowling_team,batsman,bowler,batsman_name,non_striker,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,wicket,wicket_method,who_out,control,extras_type
0,1,Bangladesh,New Zealand,56194,232364,Tamim Iqbal,Imrul Kayes,Tim Southee,n,0.1,1.0,1.0,0.0,84.0,57.0,8.0,-0.03,7.98,-0.13,1.15,81.441,1.0,False,,,1,
1,1,Bangladesh,New Zealand,280734,232364,Imrul Kayes,Tamim Iqbal,Tim Southee,n,0.2,0.0,0.0,0.0,251.0,190.0,3.0,0.23,7.97,0.49,1.08,82.675,1.0,False,,,1,
2,1,Bangladesh,New Zealand,280734,232364,Imrul Kayes,Tamim Iqbal,Tim Southee,n,0.3,1.0,1.0,0.0,34.0,111.0,7.0,-0.27,2.73,-0.35,0.37,83.399,2.0,False,,,1,
3,1,Bangladesh,New Zealand,56194,232364,Tamim Iqbal,Imrul Kayes,Tim Southee,n,0.4,0.0,0.0,0.0,202.0,200.0,4.0,0.18,4.31,0.30,0.59,83.495,2.0,False,,,1,
4,1,Bangladesh,New Zealand,56194,232364,Tamim Iqbal,Imrul Kayes,Tim Southee,n,0.5,0.0,0.0,0.0,157.0,197.0,5.0,0.15,5.42,0.14,0.78,84.991,2.0,False,,,1,
5,1,Bangladesh,New Zealand,56194,232364,Tamim Iqbal,Imrul Kayes,Tim Southee,n,0.6,0.0,0.0,0.0,244.0,149.0,2.0,-0.03,6.86,0.29,0.98,81.848,2.0,False,,,1,
6,1,Bangladesh,New Zealand,280734,277912,Imrul Kayes,Tamim Iqbal,Trent Boult,n,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.29,7.18,0.50,0.93,83.795,2.0,False,,,0,
7,1,Bangladesh,New Zealand,280734,277912,Imrul Kayes,Tamim Iqbal,Trent Boult,n,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.41,3.68,0.59,0.48,83.422,2.0,False,,,0,
8,1,Bangladesh,New Zealand,280734,277912,Imrul Kayes,Tamim Iqbal,Trent Boult,n,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.49,6.47,0.81,0.73,87.385,2.0,False,,,1,
9,1,Bangladesh,New Zealand,280734,277912,Imrul Kayes,Tamim Iqbal,Trent Boult,n,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,5.42,0.45,0.80,84.872,2.0,False,,,0,
10,1,Bangladesh,New Zealand,280734,277912,Imrul Kayes,Tamim Iqbal,Trent Boult,n,1.5,0.0,0.0,0.0,240.0,153.0,2.0,0.22,2.95,0.31,0.38,84.147,2.0,False,,,1,
11,1,Bangladesh,New Zealand,280734,277912,Imrul Kayes,Tamim Iqbal,Trent Boult,n,1.6,0.0,0.0,0.0,166.0,206.0,5.0,-0.09,4.31,-0.05,0.54,86.516,2.0,False,,,1,
12,1,Bangladesh,New Zealand,56194,232364,Tamim Iqbal,Imrul Kayes,Tim Southee,n,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,7.32,0.40,1.02,84.823,2.0,False,,,0,
13,1,Bangladesh,New Zealand,56194,232364,Tamim Iqbal,Imrul Kayes,Tim Southee,n,2.2,0.0,0.0,0.0,178.0,188.0,5.0,0.03,2.72,-0.01,0.36,84.012,2.0,False,,,1,
14,1,Bangladesh,New Zealand,56194,232364,Tamim Iqbal,Imrul Kayes,Tim Southee,n,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.19,5.80,0.23,0.71,83.349,2.0,False,,,1,
15,1,Bangladesh,New Zealand,56194,232364,Tamim Iqbal,Imrul Kayes,Tim Southee,n,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.13,7.00,0.44,0.99,84.669,2.0,False,,,0,
