,inning,batting_team,bowling_team,batsman,bowler,batsman_name,non_striker,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,wicket,wicket_method,who_out,control,extras_type,comm
0,1,South Africa,West Indies,379143,53191,Quinton de Kock,Hashim Amla,Jerome Taylor,n,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16,7.04,0.51,0.90,89.102,0.0,False,,,1,,"143kph, back of a length delivery to start off and it carries delightfully through to around Ramdin's chest"
1,1,South Africa,West Indies,379143,53191,Quinton de Kock,Hashim Amla,Jerome Taylor,n,0.2,4.0,4.0,0.0,344.0,114.0,2.0,0.12,8.94,0.57,1.04,86.877,4.0,False,,,1,,that shows off the outfield! Barely a push through point and both deep third man and point are only spectators no matter the effort they put in. It's a downward slope down there and de Kock simply rode on Taylor's pace
2,1,South Africa,West Indies,379143,53191,Quinton de Kock,Hashim Amla,Jerome Taylor,n,0.3,0.0,0.0,0.0,168.0,178.0,5.0,0.47,9.82,-0.11,1.35,84.560,4.0,False,,,0,,"he's getting some appealing bounce off this hard, dry deck and de Kock, as Taylor had hoped for, is tucked up. Shortish ball thuds into his gloves as he attempted to flick"
3,1,South Africa,West Indies,379143,53191,Quinton de Kock,Hashim Amla,Jerome Taylor,n,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.67,7.97,0.54,1.06,89.765,4.0,False,,,1,,"offcutter was that? Pitched it up a bit more that time and drew the ball quite wide of de Kock's reach, so he doesn't fish. But it was still inside the tram lines"
4,1,South Africa,West Indies,379143,53191,Quinton de Kock,Hashim Amla,Jerome Taylor,n,0.5,4.0,4.0,0.0,336.0,270.0,3.0,0.36,5.23,0.14,0.70,89.890,8.0,False,,,1,,"a touch overpitched and de Kock caresses it all the way to the cover boundary. And I can't stress that enough, caressed it. SCG's outfield is having some fun! Samuels chased after it, got the big boot out before the ball hit the advertising cushions, but the ball still had enough momentum to go on"
5,1,South Africa,West Indies,379143,53191,Quinton de Kock,Hashim Amla,Jerome Taylor,n,0.6,0.0,0.0,0.0,258.0,178.0,3.0,0.65,5.80,0.56,0.64,89.482,8.0,False,,,1,,"magnificent work from Simmons, that had four written on it the moment de Kock pressed forward to the wide, fuller ball and tapped to the right of cover"
6,1,South Africa,West Indies,43906,391485,Hashim Amla,Quinton de Kock,Jason Holder,y,1.1,0.0,0.0,0.0,110.0,146.0,7.0,-0.50,9.63,-0.45,1.43,81.379,8.0,False,,,1,,"back of a length and in the off-stump corridor, Amla seems to jump before he blocks"
7,1,South Africa,West Indies,43906,391485,Hashim Amla,Quinton de Kock,Jason Holder,y,1.2,0.0,0.0,0.0,179.0,200.0,5.0,-0.50,9.06,-0.15,1.13,83.918,8.0,False,,,1,,a touch closer on off stump and Amla's exaggerated back and across movement gets him in line
8,1,South Africa,West Indies,43906,391485,Hashim Amla,Quinton de Kock,Jason Holder,y,1.3,0.0,0.0,0.0,120.0,184.0,6.0,-0.73,8.70,-0.78,1.30,81.740,8.0,False,,,1,,"might have missed out there, it was short and wide enough for Amla to play the shot he did - a cut - but he mistimes the ball into the covers. Came off the pitch a little slower than he expected, I think"
9,1,South Africa,West Indies,43906,391485,Hashim Amla,Quinton de Kock,Jason Holder,y,1.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.47,7.37,-0.06,1.04,82.874,8.0,False,,,0,,cut him in half! Got the ball to move in off the deck quite alarmingly and Amla was in no position to play that. Very late in bringing the bat straighter from the flick he had been going for and is beaten
10,1,South Africa,West Indies,43906,391485,Hashim Amla,Quinton de Kock,Jason Holder,y,1.5,0.0,0.0,0.0,105.0,157.0,7.0,-0.53,7.99,-0.42,1.21,83.543,8.0,False,,,1,,"shortish and a shade outside off, ridden to point"
11,1,South Africa,West Indies,43906,391485,Hashim Amla,Quinton de Kock,Jason Holder,y,1.6,0.0,0.0,0.0,106.0,207.0,6.0,-0.33,3.58,-0.36,0.50,83.329,8.0,False,,,1,,"quite full on off stump, eased to the man at a widish mid-off"
12,1,South Africa,West Indies,379143,53191,Quinton de Kock,Hashim Amla,Jerome Taylor,n,2.1,0.0,0.0,0.0,209.0,190.0,3.0,0.49,7.71,0.17,0.81,89.356,8.0,False,,,1,,"cramps him for room as Taylor brings the ball into the left-hander, de Kock doesn't commit too early and adjusts to it"
13,1,South Africa,West Indies,379143,53191,Quinton de Kock,Hashim Amla,Jerome Taylor,n,2.2,0.0,0.0,0.0,164.0,172.0,6.0,0.35,9.56,-0.19,1.36,86.691,8.0,False,,,1,,"back of a length on middle and off, nudged towards midwicket"
14,1,South Africa,West Indies,379143,53191,Quinton de Kock,Hashim Amla,Jerome Taylor,n,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.59,12.02,0.33,1.83,88.415,8.0,False,,,0,,"that's banged in short and he keeps it around the sixth stump and adds a lot of bounce to ensure the batsman can't take advantage. de Kock did attempt to lift it over the slips, but fails to connect"
