,inning,batting_team,bowling_team,batsman,bowler,batsman_name,non_striker,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,wicket,wicket_method,who_out,control,extras_type,comm
0,1,Scotland,Australia,25446,311592,Kyle Coetzer,Calum MacLeod,Mitchell Starc,y,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,False,,,1,,starts with a bouncer and the batsman ducks under it.
1,1,Scotland,Australia,25446,311592,Kyle Coetzer,Calum MacLeod,Mitchell Starc,y,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,7.44,-0.69,1.00,89.530,0.0,False,,,0,,"back of a length with a bit of width outside off. Coetzer throws his bat at it, away from his body, doesn't connect"
2,1,Scotland,Australia,25446,311592,Kyle Coetzer,Calum MacLeod,Mitchell Starc,y,0.3,0.0,0.0,0.0,182.0,197.0,4.0,0.09,8.26,-0.14,1.08,89.279,0.0,False,,,1,,"back of a length on off stump, punched back firmly to the bowler"
3,1,Scotland,Australia,25446,311592,Kyle Coetzer,Calum MacLeod,Mitchell Starc,y,0.4,0.0,0.0,0.0,237.0,153.0,2.0,0.20,2.35,0.18,0.31,92.164,0.0,False,,,1,,"yorker on leg stump, and Coetzer nearly falls over as he lifts his feet out of the way and digs it out towards square leg"
4,1,Scotland,Australia,25446,311592,Kyle Coetzer,Calum MacLeod,Mitchell Starc,y,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,7.52,-0.57,0.98,90.453,0.0,False,,,0,,"length ball outside off, and he's beaten for pace and angle, once again lashing out without any foot movement"
5,1,Scotland,Australia,25446,311592,Kyle Coetzer,Calum MacLeod,Mitchell Starc,y,0.6,0.0,0.0,0.0,186.0,198.0,4.0,0.13,9.25,-0.07,1.22,92.340,0.0,False,,,1,,"back of a length on middle stump, hops up and defends back to the bowler"
6,1,Scotland,Australia,232435,489889,Calum MacLeod,Kyle Coetzer,Pat Cummins,y,1.1,0.0,0.0,0.0,179.0,205.0,5.0,-0.30,0.17,-0.30,0.11,84.898,0.0,False,,,1,,"full-toss close to off stump, punched back to the bowler"
7,1,Scotland,Australia,232435,489889,Calum MacLeod,Kyle Coetzer,Pat Cummins,y,1.2,0.0,0.0,0.0,109.0,153.0,7.0,-0.76,6.36,-0.70,0.82,86.516,0.0,False,,,1,,"length ball, lots of width outside off. Gets forward and slaps it powerfully but straight to Smith at backward point"
8,1,Scotland,Australia,232435,489889,Calum MacLeod,Kyle Coetzer,Pat Cummins,y,1.3,0.0,0.0,0.0,175.0,196.0,5.0,-0.14,1.37,-0.09,0.21,84.902,0.0,False,,,1,,"off-stump yorker, blocked back to the bowler"
9,1,Scotland,Australia,232435,489889,Calum MacLeod,Kyle Coetzer,Pat Cummins,y,1.4,0.0,0.0,0.0,182.0,153.0,1.0,-0.63,7.61,-0.49,0.91,85.396,0.0,False,,,0,,"length ball outside off, goes for a flat-bat slap through the off-side and under-edges it, on the bounce, to the keeper"
10,1,Scotland,Australia,232435,489889,Calum MacLeod,Kyle Coetzer,Pat Cummins,y,1.5,4.0,4.0,0.0,5.0,185.0,6.0,-0.59,7.27,-0.56,0.90,84.770,4.0,False,,,1,,this one's shorter and MacLeod can stand up tall and slap it away with a roll of the wrists to the cover point boundary
11,1,Scotland,Australia,232435,489889,Calum MacLeod,Kyle Coetzer,Pat Cummins,y,1.6,4.0,4.0,0.0,11.0,137.0,7.0,-0.65,8.96,-0.64,1.20,87.761,8.0,False,,,1,,"and again, even shorter this time, and he gets on top of the bounce and dismisses it in front of square"
12,1,Scotland,Australia,25446,311592,Kyle Coetzer,Calum MacLeod,Mitchell Starc,y,2.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,6.44,-0.40,0.85,94.123,8.0,False,,,0,,"length ball outside off, angling away. Coetzer goes for the on-the-up punch, again zero footwork, and again he's beaten"
13,1,Scotland,Australia,25446,311592,Kyle Coetzer,Calum MacLeod,Mitchell Starc,y,2.2,0.0,0.0,0.0,178.0,200.0,5.0,0.02,7.11,-0.19,0.83,91.783,8.0,False,,,1,,"length ball on off stump, punched back to the bowler"
14,1,Scotland,Australia,25446,311592,Kyle Coetzer,Calum MacLeod,Mitchell Starc,y,2.3,0.0,0.0,0.0,164.0,142.0,8.0,-0.04,4.16,-0.27,0.51,93.507,8.0,False,,,0,,"edged, drops short of third slip. Full outside off and again Coetzer pushes at it with no feet. Thick edge, but it doesn't carry through to the crouching Smith"
15,1,Scotland,Australia,25446,311592,Kyle Coetzer,Calum MacLeod,Mitchell Starc,y,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.42,10.80,0.25,1.62,86.351,8.0,False,,,1,,"now the bouncer, Coetzer ducks safely underneath"
