,inning,batting_team,bowling_team,batsman,bowler,batsman_name,non_striker,bowler_name,bat_right_handed,ovr,runs_batter,runs_w_extras,extras,x,y,z,landing_x,landing_y,ended_x,ended_y,ball_speed,cumul_runs,wicket,wicket_method,who_out,control,extras_type
0,1,South Africa,New Zealand,43906,232364,Hashim Amla,Quinton de Kock,Tim Southee,y,0.1,0.0,0.0,0.0,145.0,176.0,6.0,-0.28,9.33,-0.39,1.20,82.252,0.0,False,,,1,
1,1,South Africa,New Zealand,43906,232364,Hashim Amla,Quinton de Kock,Tim Southee,y,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.46,7.04,-0.57,0.94,81.403,0.0,False,,,1,
2,1,South Africa,New Zealand,43906,232364,Hashim Amla,Quinton de Kock,Tim Southee,y,0.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.53,10.97,-0.95,1.47,80.468,0.0,False,,,1,
3,1,South Africa,New Zealand,43906,232364,Hashim Amla,Quinton de Kock,Tim Southee,y,0.4,0.0,0.0,0.0,126.0,196.0,6.0,-0.59,4.45,-0.74,0.58,84.231,0.0,False,,,1,
4,1,South Africa,New Zealand,43906,232364,Hashim Amla,Quinton de Kock,Tim Southee,y,0.5,0.0,0.0,0.0,207.0,220.0,4.0,-0.19,6.18,-0.09,0.75,83.354,0.0,False,,,1,
5,1,South Africa,New Zealand,43906,232364,Hashim Amla,Quinton de Kock,Tim Southee,y,0.6,0.0,0.0,0.0,129.0,194.0,6.0,-0.38,7.85,-0.52,0.92,82.623,0.0,False,,,1,
6,1,South Africa,New Zealand,379143,277912,Quinton de Kock,Hashim Amla,Trent Boult,n,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.20,7.48,0.38,0.93,82.710,0.0,False,,,0,
7,1,South Africa,New Zealand,379143,277912,Quinton de Kock,Hashim Amla,Trent Boult,n,1.2,4.0,4.0,0.0,252.0,19.0,1.0,0.19,6.65,0.22,0.71,86.789,4.0,False,,,0,
8,1,South Africa,New Zealand,379143,277912,Quinton de Kock,Hashim Amla,Trent Boult,n,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.57,5.75,0.90,0.75,85.138,4.0,False,,,1,
9,1,South Africa,New Zealand,379143,277912,Quinton de Kock,Hashim Amla,Trent Boult,n,1.4,2.0,2.0,0.0,336.0,184.0,3.0,0.36,2.63,0.48,0.26,86.011,6.0,False,,,1,
10,1,South Africa,New Zealand,379143,277912,Quinton de Kock,Hashim Amla,Trent Boult,n,1.5,4.0,4.0,0.0,200.0,11.0,1.0,0.09,3.75,0.22,0.43,84.252,10.0,False,,,0,
11,1,South Africa,New Zealand,379143,277912,Quinton de Kock,Hashim Amla,Trent Boult,n,1.6,0.0,0.0,0.0,123.0,195.0,6.0,0.06,4.79,-0.04,0.56,84.015,10.0,False,,,1,
12,1,South Africa,New Zealand,43906,232364,Hashim Amla,Quinton de Kock,Tim Southee,y,2.1,0.0,0.0,0.0,147.0,185.0,6.0,-0.27,7.51,-0.39,0.97,84.529,10.0,False,,,1,
13,1,South Africa,New Zealand,43906,232364,Hashim Amla,Quinton de Kock,Tim Southee,y,2.2,2.0,2.0,0.0,271.0,58.0,1.0,-0.35,11.04,-0.17,1.74,86.461,12.0,False,,,0,
14,1,South Africa,New Zealand,43906,232364,Hashim Amla,Quinton de Kock,Tim Southee,y,2.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.65,5.57,-0.80,0.72,86.008,12.0,False,,,1,
15,1,South Africa,New Zealand,43906,232364,Hashim Amla,Quinton de Kock,Tim Southee,y,2.4,0.0,0.0,0.0,168.0,125.0,8.0,-0.31,7.27,-0.44,0.96,82.914,12.0,False,,,0,
16,1,South Africa,New Zealand,43906,232364,Hashim Amla,Quinton de Kock,Tim Southee,y,2.5,4.0,4.0,0.0,221.0,8.0,1.0,0.13,2.00,0.24,0.28,85.544,16.0,False,,,1,
17,1,South Africa,New Zealand,43906,232364,Hashim Amla,Quinton de Kock,Tim Southee,y,2.6,4.0,4.0,0.0,352.0,200.0,3.0,0.01,4.61,0.20,0.53,84.691,20.0,False,,,1,
18,1,South Africa,New Zealand,379143,277912,Quinton de Kock,Hashim Amla,Trent Boult,n,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16,6.34,0.26,0.75,86.862,20.0,False,,,0,
19,1,South Africa,New Zealand,379143,277912,Quinton de Kock,Hashim Amla,Trent Boult,n,3.2,1.0,1.0,0.0,26.0,191.0,6.0,0.14,6.22,-0.01,0.77,84.989,21.0,False,,,1,
20,1,South Africa,New Zealand,43906,277912,Hashim Amla,Quinton de Kock,Trent Boult,y,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16,10.98,0.11,1.49,85.233,21.0,False,,,1,
21,1,South Africa,New Zealand,43906,277912,Hashim Amla,Quinton de Kock,Trent Boult,y,3.4,0.0,0.0,0.0,182.0,161.0,1.0,-0.37,2.99,-0.44,0.37,86.171,21.0,True,bowled,43906,0,
22,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Quinton de Kock,Trent Boult,y,3.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.38,5.36,-0.67,0.74,88.314,21.0,False,,,1,
23,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Quinton de Kock,Trent Boult,y,3.6,4.0,4.0,0.0,346.0,120.0,2.0,0.14,1.36,0.17,0.20,84.144,25.0,False,,,1,
24,1,South Africa,New Zealand,379143,232364,Quinton de Kock,Francois du Plessis,Tim Southee,n,4.1,0.0,0.0,0.0,129.0,181.0,6.0,-0.09,7.42,0.06,0.93,83.548,25.0,False,,,1,
25,1,South Africa,New Zealand,379143,232364,Quinton de Kock,Francois du Plessis,Tim Southee,n,4.2,1.0,1.0,0.0,68.0,106.0,7.0,-0.26,7.04,-0.14,0.92,84.133,26.0,False,,,1,
26,1,South Africa,New Zealand,44828,232364,Faf du Plessis,Quinton de Kock,Tim Southee,y,4.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,7.38,-0.65,1.01,81.846,26.0,False,,,1,
27,1,South Africa,New Zealand,44828,232364,Faf du Plessis,Quinton de Kock,Tim Southee,y,4.4,0.0,0.0,0.0,177.0,197.0,5.0,-0.41,8.38,-0.39,1.13,85.157,26.0,False,,,1,
28,1,South Africa,New Zealand,44828,232364,Faf du Plessis,Quinton de Kock,Tim Southee,y,4.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.56,5.77,-0.64,0.64,84.228,26.0,False,,,1,
29,1,South Africa,New Zealand,44828,232364,Faf du Plessis,Quinton de Kock,Tim Southee,y,4.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,7.61,-0.71,0.98,80.402,26.0,False,,,1,
30,1,South Africa,New Zealand,379143,277912,Quinton de Kock,Francois du Plessis,Trent Boult,n,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.29,8.48,0.11,0.93,85.561,26.0,False,,,0,
31,1,South Africa,New Zealand,379143,277912,Quinton de Kock,Francois du Plessis,Trent Boult,n,5.2,1.0,1.0,0.0,114.0,181.0,6.0,0.21,6.77,0.09,0.72,87.385,27.0,False,,,1,
32,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Quinton de Kock,Trent Boult,y,5.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,6.05,-0.77,0.76,86.765,27.0,False,,,1,
33,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Quinton de Kock,Trent Boult,y,5.4,0.0,0.0,0.0,237.0,181.0,3.0,0.17,6.65,0.15,0.74,85.280,27.0,False,,,1,
34,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Quinton de Kock,Trent Boult,y,5.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,1.43,-0.81,0.20,84.778,27.0,False,,,1,
35,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Quinton de Kock,Trent Boult,y,5.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.87,5.16,-0.73,0.59,86.764,27.0,False,,,1,
36,1,South Africa,New Zealand,379143,232364,Quinton de Kock,Francois du Plessis,Tim Southee,n,6.1,0.0,0.0,0.0,148.0,180.0,6.0,0.03,7.78,0.17,0.85,84.040,27.0,False,,,1,
37,1,South Africa,New Zealand,379143,232364,Quinton de Kock,Francois du Plessis,Tim Southee,n,6.2,0.0,1.0,1.0,0.0,0.0,0.0,-0.39,3.02,-0.52,0.45,82.135,28.0,False,,,1,Wd
38,1,South Africa,New Zealand,379143,232364,Quinton de Kock,Francois du Plessis,Tim Southee,n,6.2,0.0,0.0,0.0,125.0,196.0,6.0,0.03,5.31,0.01,0.68,85.357,28.0,False,,,1,
39,1,South Africa,New Zealand,379143,232364,Quinton de Kock,Francois du Plessis,Tim Southee,n,6.3,1.0,1.0,0.0,27.0,200.0,6.0,-0.17,11.21,0.44,1.81,78.034,29.0,False,,,1,
40,1,South Africa,New Zealand,44828,232364,Faf du Plessis,Quinton de Kock,Tim Southee,y,6.4,0.0,0.0,0.0,134.0,192.0,6.0,-0.48,8.60,-0.69,1.02,84.345,29.0,False,,,1,
41,1,South Africa,New Zealand,44828,232364,Faf du Plessis,Quinton de Kock,Tim Southee,y,6.5,0.0,0.0,0.0,178.0,202.0,5.0,-0.41,4.11,-0.44,0.41,83.705,29.0,False,,,1,
42,1,South Africa,New Zealand,44828,232364,Faf du Plessis,Quinton de Kock,Tim Southee,y,6.6,1.0,1.0,0.0,230.0,196.0,3.0,-0.31,7.37,-0.14,0.97,85.331,30.0,False,,,1,
43,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Quinton de Kock,Trent Boult,y,7.1,0.0,0.0,0.0,163.0,175.0,6.0,-0.00,6.76,-0.17,0.79,83.189,30.0,False,,,0,
44,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Quinton de Kock,Trent Boult,y,7.2,0.0,0.0,0.0,243.0,177.0,3.0,0.11,9.00,-0.18,1.10,87.755,30.0,False,,,1,
45,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Quinton de Kock,Trent Boult,y,7.3,1.0,1.0,0.0,131.0,135.0,7.0,-0.02,7.21,-0.32,0.96,84.604,31.0,False,,,1,
46,1,South Africa,New Zealand,379143,277912,Quinton de Kock,Francois du Plessis,Trent Boult,n,7.4,0.0,0.0,0.0,212.0,182.0,3.0,0.33,7.73,0.24,0.96,86.299,31.0,False,,,1,
47,1,South Africa,New Zealand,379143,277912,Quinton de Kock,Francois du Plessis,Trent Boult,n,7.5,0.0,0.0,0.0,271.0,50.0,1.0,0.46,6.97,0.54,0.75,86.673,31.0,True,caught,379143,0,
48,1,South Africa,New Zealand,318845,277912,Rilee Rossouw,Francois du Plessis,Trent Boult,n,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.20,6.14,0.17,0.76,86.581,31.0,False,,,0,
49,1,South Africa,New Zealand,44828,506612,Faf du Plessis,Rilee Rossouw,Matt Henry,y,8.1,1.0,1.0,0.0,267.0,200.0,3.0,-0.46,10.16,-0.07,1.28,84.163,32.0,False,,,1,
50,1,South Africa,New Zealand,318845,506612,Rilee Rossouw,Francois du Plessis,Matt Henry,n,8.2,1.0,1.0,0.0,250.0,173.0,3.0,-0.07,9.54,0.41,1.23,84.181,33.0,False,,,1,
51,1,South Africa,New Zealand,44828,506612,Faf du Plessis,Rilee Rossouw,Matt Henry,y,8.3,1.0,1.0,0.0,226.0,207.0,3.0,-0.23,5.91,-0.13,0.61,87.628,34.0,False,,,1,
52,1,South Africa,New Zealand,318845,506612,Rilee Rossouw,Francois du Plessis,Matt Henry,n,8.4,0.0,0.0,0.0,182.0,195.0,4.0,-0.11,6.89,0.09,0.83,88.027,34.0,False,,,1,
53,1,South Africa,New Zealand,318845,506612,Rilee Rossouw,Francois du Plessis,Matt Henry,n,8.5,0.0,0.0,0.0,148.0,192.0,6.0,-0.06,7.42,0.07,0.84,86.759,34.0,False,,,1,
54,1,South Africa,New Zealand,318845,506612,Rilee Rossouw,Francois du Plessis,Matt Henry,n,8.6,0.0,0.0,0.0,214.0,229.0,4.0,0.38,5.78,0.85,0.58,87.590,34.0,False,,,1,
55,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Rilee Rossouw,Trent Boult,y,9.1,0.0,0.0,0.0,165.0,179.0,6.0,0.05,10.12,-0.34,1.46,84.858,34.0,False,,,1,
56,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Rilee Rossouw,Trent Boult,y,9.2,0.0,0.0,0.0,181.0,185.0,4.0,0.03,5.57,-0.11,0.70,86.339,34.0,False,,,1,
57,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Rilee Rossouw,Trent Boult,y,9.3,0.0,0.0,0.0,146.0,187.0,6.0,-0.67,9.59,-0.37,1.28,86.566,34.0,False,,,1,
58,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Rilee Rossouw,Trent Boult,y,9.4,4.0,4.0,0.0,69.0,43.0,8.0,-0.71,8.31,-0.64,1.02,85.796,38.0,False,,,0,
59,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Rilee Rossouw,Trent Boult,y,9.5,0.0,0.0,0.0,149.0,233.0,5.0,-0.76,4.43,-0.63,0.52,86.300,38.0,False,,,1,
60,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Rilee Rossouw,Trent Boult,y,9.6,1.0,1.0,0.0,130.0,131.0,7.0,-0.20,6.60,-0.52,0.78,84.701,39.0,False,,,1,
61,1,South Africa,New Zealand,44828,506612,Faf du Plessis,Rilee Rossouw,Matt Henry,y,10.1,0.0,0.0,0.0,149.0,177.0,6.0,-0.38,9.00,-0.25,1.09,-2.237,39.0,False,,,1,
62,1,South Africa,New Zealand,44828,506612,Faf du Plessis,Rilee Rossouw,Matt Henry,y,10.2,0.0,0.0,0.0,127.0,186.0,6.0,-0.44,8.52,-0.29,1.03,90.153,39.0,False,,,1,
63,1,South Africa,New Zealand,44828,506612,Faf du Plessis,Rilee Rossouw,Matt Henry,y,10.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,6.92,-0.31,0.78,-2.237,39.0,False,,,1,
64,1,South Africa,New Zealand,44828,506612,Faf du Plessis,Rilee Rossouw,Matt Henry,y,10.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.52,7.23,-0.64,0.92,87.191,39.0,False,,,1,
65,1,South Africa,New Zealand,44828,506612,Faf du Plessis,Rilee Rossouw,Matt Henry,y,10.5,0.0,0.0,0.0,209.0,225.0,4.0,-0.29,4.03,-0.30,0.50,87.769,39.0,False,,,1,
66,1,South Africa,New Zealand,44828,506612,Faf du Plessis,Rilee Rossouw,Matt Henry,y,10.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,4.85,-0.64,0.58,87.055,39.0,False,,,0,
67,1,South Africa,New Zealand,318845,277912,Rilee Rossouw,Francois du Plessis,Trent Boult,n,11.1,0.0,0.0,0.0,154.0,184.0,6.0,0.11,7.06,-0.12,0.69,86.922,39.0,False,,,1,
68,1,South Africa,New Zealand,318845,277912,Rilee Rossouw,Francois du Plessis,Trent Boult,n,11.2,0.0,0.0,0.0,125.0,189.0,6.0,0.21,6.44,0.04,0.72,84.236,39.0,False,,,1,
69,1,South Africa,New Zealand,318845,277912,Rilee Rossouw,Francois du Plessis,Trent Boult,n,11.3,0.0,0.0,0.0,202.0,197.0,4.0,0.29,6.57,0.18,0.83,83.033,39.0,False,,,1,
70,1,South Africa,New Zealand,318845,277912,Rilee Rossouw,Francois du Plessis,Trent Boult,n,11.4,0.0,0.0,0.0,239.0,173.0,3.0,0.41,6.03,0.40,0.73,86.506,39.0,False,,,1,
71,1,South Africa,New Zealand,318845,277912,Rilee Rossouw,Francois du Plessis,Trent Boult,n,11.5,3.0,3.0,0.0,175.0,347.0,5.0,0.20,3.03,0.16,0.42,86.412,42.0,False,,,1,
72,1,South Africa,New Zealand,44828,277912,Faf du Plessis,Rilee Rossouw,Trent Boult,y,11.6,1.0,1.0,0.0,249.0,59.0,1.0,0.26,9.15,0.10,0.91,85.832,43.0,False,,,1,
73,1,South Africa,New Zealand,44828,506612,Faf du Plessis,Rilee Rossouw,Matt Henry,y,12.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,6.93,-0.49,0.77,87.048,43.0,False,,,1,
74,1,South Africa,New Zealand,44828,506612,Faf du Plessis,Rilee Rossouw,Matt Henry,y,12.2,0.0,0.0,0.0,176.0,191.0,5.0,-0.34,6.83,-0.16,0.77,86.060,43.0,False,,,1,
75,1,South Africa,New Zealand,44828,506612,Faf du Plessis,Rilee Rossouw,Matt Henry,y,12.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.48,7.11,-0.54,0.85,87.221,43.0,False,,,1,
76,1,South Africa,New Zealand,44828,506612,Faf du Plessis,Rilee Rossouw,Matt Henry,y,12.4,0.0,0.0,0.0,167.0,230.0,5.0,-0.53,7.40,-0.61,0.88,83.119,43.0,False,,,1,
77,1,South Africa,New Zealand,44828,506612,Faf du Plessis,Rilee Rossouw,Matt Henry,y,12.5,0.0,0.0,0.0,176.0,203.0,5.0,-0.21,4.00,-0.11,0.45,85.642,43.0,False,,,0,
78,1,South Africa,New Zealand,44828,506612,Faf du Plessis,Rilee Rossouw,Matt Henry,y,12.6,0.0,0.0,0.0,217.0,191.0,3.0,-0.41,7.75,-0.14,0.81,87.932,43.0,False,,,1,
79,1,South Africa,New Zealand,318845,277912,Rilee Rossouw,Francois du Plessis,Trent Boult,n,13.1,3.0,3.0,0.0,34.0,258.0,6.0,0.28,8.86,0.02,1.07,84.015,46.0,False,,,1,
